index,prompt_raw,target_text,length,level
00628,"A tattoo parlor window with a decal that reads ""WalkIns Welcome"" in bold red letters, set against a slightly grungy, urban backdrop with faint reflections of the street outside.",WalkIns Welcome,14,Hard
00629,"A high-resolution digital telescope ""Aim At The Stars"" captures a vivid night sky, with a detailed view of the moon, distant galaxies, and sparkling constellations, set against a backdrop of a dark, clear sky.",Aim At The Stars,13,Hard
00630,"A chilling, old haunted house with a creaky door adorned with an eerie metal knocker shaped like the words ""GO AWAY"", set under the dim glow of a foggy moonlit night.",GO AWAY,6,Medium
00631,"A realistic photograph of a massive, ancient bank vault door, intricately engraved with the words ""Empty Inside"", set against the dimly lit interior of a vault room, with subtle shadows highlighting the door's texture and age.",Empty Inside,11,Hard
00632,"A weathered knight's shield, dented and battle-worn, but still proudly displaying the inscription ""For King and Country"" in bold, faded letters. The shield is set against a backdrop of an ancient, misty battlefield.",For King and Country,17,Hard
00633,"A close-up of a concert-goer's wrist, showcasing a vibrant, colorful wristband stamped with ""VIP Access All Areas"" in bold, glowing letters, set against the backdrop of a dimly lit concert venue with a crowd of excited fans in the distance.",VIP Access All Areas,17,Hard
00634,"A vibrant TV show poster featuring dynamic race car action, with the text ""Lov na race"" prominently displayed in bold, futuristic fonts, set against a backdrop of cheering crowds and neon lights.",Lov na race,9,Medium
00635,"A realistic smartphone screen with a notification pop-up prominently displaying ""Memory Full"", set against a blurred background of a modern, cluttered desk with scattered tech gadgets.",Memory Full,10,Medium
00636,"A realistic photograph of a police car with a bumper sticker reading ""To Serve Protect"" under a city street lamp, reflecting a sense of duty and protection in an urban night scene.",To Serve Protect,14,Hard
00637,"A bustling farmer's market with a wooden stand prominently displaying a hand-painted sign reading ""Organic Apples Here"", surrounded by baskets of fresh, red apples and cheerful shoppers.",Organic Apples Here,17,Hard
00638,"A detailed science fair poster titled ""Volcano Experiment"", featuring a colorful diagram of a volcano, labeled sections explaining the eruption process, and a small table with experimental data. The background is a light blue, and the poster includes a miniature model of a volcano in the corner.",Volcano Experiment,17,Hard
00639,"A weather station's monitor displays ""Storm Alert Level 3"" amidst a dark, stormy sky, with lightning illuminating the background and raindrops splattering on the screen. The scene captures the tension and urgency of the approaching storm.",Storm Alert Level 3,16,Hard
00640,"A realistic gym interior with a large, motivational wall decal stating ""No Pain No Gain"", surrounded by workout equipment and a few focused athletes training intensely. The lighting highlights the decal, making it the focal point of the scene.",No Pain No Gain,12,Hard
00641,"A realistic photograph of a laptop with a vibrant sticker that reads ""Code All Day Night"", placed on the back of the device, surrounded by a cluttered desk with coding books and a coffee cup.",Code All Day Night,15,Hard
00642,"In a dimly lit mad scientist lab, a cluttered whiteboard is filled with intricate sketches and notes labeled ""Frankenstein 20 Notes"", surrounded by bubbling beakers and scattered journals.",Frankenstein 20 Notes,19,Hard
00643,"A high-tech spy satellite orbits Earth, its lens focused on a specific location below. A digital overlay reads ""Target Acquired"" in bold letters, highlighting the precision and intent of the surveillance operation.",Target Acquired,14,Hard
00644,"A realistic photograph of a fast food drive-thru screen displaying the message ""Order Canceled By Mom"" in a busy suburban setting, with cars waiting in line and a golden arches sign visible in the background.",Order Canceled By Mom,18,Hard
00645,"A street sign stands on a bustling urban street, reading ""wowomen"" in bold, reflective letters. The scene is captured at dusk, with the sign illuminated by the warm glow of streetlights, highlighting the unique and intriguing message.",wowomen,7,Medium
00646,"In a modern hospital corridor, a sign that says ""slevyas"" hangs above a door, illuminated by the soft, ambient light of the hallway. The scene is clean and sterile, with white walls and a gray tiled floor, capturing the quiet, clinical atmosphere of the environment.",slevyas,7,Medium
00647,"A close-up of a digital wristwatch with the display flashing ""Battery 1 Since 1999"", set against a neutral background, capturing the nostalgic and slightly eerie vibe of an outdated timepiece still holding a piece of its past.",Battery 1 Since 1999,17,Hard
00648,"A museum gift shop sign reads ""Souvenirs Inside"" with a clear, directional arrow pointing to the entrance. Shoppers browse through an array of cultural artifacts and art reproductions, with soft lighting highlighting the displays and a glass counter showcasing unique jewelry pieces.",Souvenirs Inside,15,Hard
00649,"A futuristic alien spaceship control room, with a sleek, illuminated control panel featuring a red button prominently labeled ""Human Disintegration Demo"". The button glows ominously, set against a backdrop of advanced technology and pulsing lights.",Human Disintegration Demo,23,Hard
00650,"A detective in a trench coat and fedora, holding a magnifying glass that focuses sharply on a piece of evidence labeled ""Clue Here"", set against a dimly lit, gritty urban backdrop.",Clue Here,8,Medium
00651,"A realistic photograph of the Hubble Space Telescope orbiting Earth, with the Milky Way galaxy visible in the background. The text ""mile"" is clearly displayed on a digital screen attached to Hubble, reflecting a measurement or distance indicator.",mile,4,Easy
00652,"A serene coastal scene with a fishing boat named ""Sea Explorer"" gently bobbing on calm waters, early morning light casting a golden glow, seagulls circling overhead, and a lighthouse visible in the distance.",Sea Explorer,11,Hard
00653,"A realistic photograph of a boxing ring, with the canvas prominently displaying ""Championship Round 12"" in bold letters. The ring is surrounded by ropes and the atmosphere is tense, with a spotlight illuminating the center of the ring.",Championship Round 12,19,Hard
00654,"In a bustling alien marketplace, a neon sign above a quaint plant shop reads, ""Water Once Per Earth Decade"". Exotic plants with iridescent leaves and bioluminescent flowers line the storefront, casting a soft, otherworldly glow.",Water Once Per Earth Decade,23,Hard
00655,"A weathered treasure chest, half-buried in sand, with intricate engravings that read ""Contains 1 one Midlife Crisis"". The chest is surrounded by seashells and seaweed, with a faint sunset casting a golden glow, emphasizing the mysterious and slightly humorous nature of its contents.",Contains 1 one Midlife Crisis,25,Hard
00656,"A vast, futuristic space colony with a large, transparent dome labeled ""Habitat Module 7"" towering over a barren, alien landscape, with stars and distant planets visible in the night sky.",Habitat Module 7,14,Hard
00657,"A realistic photograph of a modern smartwatch with a sleek, silver band on a wrist, displaying a notification that reads ""Meeting in 5 Min"" against a blurred office background.",Meeting in 5 Min,13,Hard
00658,"A realistic photograph of a highway sign warning ""Bridge Out Ahead Detour"" set against a backdrop of a winding road leading to a partially collapsed bridge, surrounded by caution cones and construction barriers.",Bridge Out Ahead Detour,20,Hard
00659,"In a futuristic cityscape, a digital ""Sentient Being Crossing"" pedestrian sign glows brightly, guiding advanced humanoid robots and humans safely across a busy intersection. The scene is illuminated by neon lights, with sleek, high-rise buildings in the background.",Sentient Being Crossing,21,Hard
00660,"A sunny day in a suburban neighborhood, where a wooden lemonade stand stands by the sidewalk. A bright, hand-painted sign reads: ""50 a Cup  Best in Town"", with two children smiling behind the stand, ready to serve refreshing lemonade to passersby.",50 a Cup  Best in Town,16,Hard
00661,"A bustling alien marketplace with a futuristic food truck prominently displaying a digital menu that reads ""Earthling Tacos 2 Credits"". The truck is surrounded by diverse alien species, some holding plates of steaming tacos, in a vibrant, neon-lit environment.",Earthling Tacos 2 Credits,22,Hard
00662,"An astronaut in a detailed spacesuit stands against the backdrop of a distant Earth, the helmet visor displaying ""O₂ LOW"" in vivid red alerts, reflecting the urgency of the situation.",O₂ LOW,5,Easy
00663,"A futuristic robot standing in a dimly lit room, its chest panel glowing with the words ""System Online"", casting a soft blue light around it.",System Online,12,Hard
